"id","round","cageid","FCbox","PPIbox","methcage","methcycle","discard","mixup","earpunch","glucoseage","methage","FCage","PPIage","sacage","bw0","bw1","bw2","bw3","PPIweight","sacweight","BMD","TA","EDL","gastroc","plantaris","soleus","tibia","abnormalbone","experimenters","testisweight","taillength","fastglucose","PreTrainD1","AvToneD1","AvContextD2","AvAltContextD3","AvToneD3","D3.180","D3.240","D3.300","D3.360","p120b1","p120b2","p120b3","p120b4","pp3b1","pp3b2","pp3avg","pp6b1","pp6b2","pp6avg","pp12b1","pp12b2","pp12avg","pp3PPIb1","pp3PPIb2","pp3PPIavg","pp6PPIb1","pp6PPIb2","pp6PPIavg","pp12PPIb1","pp12PPIb2","pp12PPIavg","PPIavg","startle","avgnostim","D1totaldist0to15","D1totaldist15to30","D1totaldist0to30","D2totaldist0to15","D2totaldist15to30","D2totaldist0to30","D3totaldist0to15","D3totaldist15to30","D3totaldist0to30","D1TOTDIST5","D1TOTDIST10","D1TOTDIST15","D1TOTDIST20","D1TOTDIST25","D1TOTDIST30","D2TOTDIST5","D2TOTDIST10","D2TOTDIST15","D2TOTDIST20","D2TOTDIST25","D2TOTDIST30","D3TOTDIST5","D3TOTDIST10","D3TOTDIST15","D3TOTDIST20","D3TOTDIST25","D3TOTDIST30","D1ctrtime0to15","D1ctrtime0to30","D2ctrtime0to15","D2ctrtime0to30","D3ctrtime0to15","D3ctrtime0to30","D1hact0to15","D1hact0to30","D1vact0to15","D1vact0to30","D2hact0to15","D2hact0to30","D2vact0to15","D2vact0to30","D3hact0to15","D3hact0to30","D3vact0to15","D3vact0to30","abBMD","pretrainbin","d1tonebin","altcontextbin","deaf","mwpc","FCbox1","FCbox2","FCbox3","FCbox4","PPIbox1","PPIbox2","PPIbox3","PPIbox4","PPIbox5","methcage1","methcage2","methcage3","methcage4","methcage5","methcage6","methcage7","methcage8","methcage9","methcage10","methcage11","methcage12","SW1","SW2","SW3","SW4","SW5","SW6","SW7","SW8","SW9","SW10","SW11","SW12","SW13","SW14","SW15","SW16","SW17","SW18","SW19","SW20","SW21","SW22","SW23","SW24","SW25"
"45827","SW17",1324704,"1","1","5","1","no","no","R",36,48,60,72,90,29.3,34.3,33.3,33.4,37.6,42.8,1.86391737695786,61.8,13.1,170.8,18.6,9.9,18.69,"0","SLwithVL",0.2029,8.8,128,-1.99563519459754,-1.94589043507455,-1.70141298664128,-1.15009891591654,-0.189524492318259,-0.290001761282558,-1.06069784035361,0.244232807299238,0.0225884038971819,41.83,26.67,18.67,22.17,19.6,14.2,16.9,23.4,20,21.7,23.6,40.6,32.1,0.265,0.2393,-0.47227068754699,0.1225,-0.0714,-1.58224166301968,0.115,-1.175,-1.99563519459754,-1.99563519459754,22.67,8,3155,1702,4857,2502,1568,4070,11857,14597,26454,1566,808,781,726,562,414,1386,659,457,748,642,178,1858,4697,5302,4951,5163,4483,-1.14149634070918,-1.04360834356125,-1.19326839427249,-0.883407775191455,-1.27169420629311,-1.2168446176125,4215,7072,0.110615408957909,0.100820645071331,3353,6030,0.0173740960694227,-0.0193051551953866,8501,18224,-0.608117195260745,-0.935792760852462,"0","0","1","1","1",-1.28269856527545,"1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45829","SW17",1324704,"3","4","7","1","no","no","L",36,48,60,72,90,26,30.7,31,31,35,38.5,1.86332286012046,52.7,10.7,144,17,8.9,18.42,"0","SLwithVL",0.1675,9.5,125,-1.59284980934248,-1.11151711984071,-1.84150046943564,-0.962998743183601,0.0691114431712395,-0.416658528230082,0.32536474187563,-0.0225884038971819,0.40373272014351,340,271.67,195.5,251.33,247,176.4,211.7,153.4,102.6,128,65,79.4,72.2,0.0908,0.0977,-0.98298141355406,0.4353,0.4752,-0.0778597249649422,0.7607,0.5939,0.321982110202456,-0.160043848794551,233.58,6.25,2435,1806,4241,2267,752,3019,8884,14186,23070,1089,670,676,622,548,636,1125,461,681,448,212,92,1501,3188,4195,5042,5230,3914,-0.997194162539835,-0.939172343026375,-0.965620635416396,-1.04806815720405,-0.869428947019516,-0.891245956632645,2244,4115,-0.30320328367831,-0.278422204918509,1945,3096,-0.292372676131483,-0.474551457387919,5145,12335,-0.466887037829104,-0.695504870406297,"0","1","1","1","0",1.26764441668713,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45830","SW17",1324704,"4","5","8","1","no","no","L",36,48,60,72,90,28.4,31.8,32.2,31.7,36.5,39.7,1.86213137931304,58.8,11.6,143.2,16.9,10.4,18.2,"0","SLwithVL",0.1934,9.2,97,-1.50519476710785,-1.40220494905908,-1.45615033287284,-0.945625272725955,-0.45403267512581,-0.205249487796895,-0.661490126139547,-0.502986755822435,-0.502986755822435,158.83,220.83,216.17,249.33,132.8,113.4,123.1,108.4,68.8,88.6,64.8,38.4,51.6,0.3986,0.4754,-0.110026957880924,0.5091,0.6817,0.16778295187592,0.7066,0.8224,0.511386578283424,0.174282449769129,218.5,3.88,3618,2244,5862,3963,2232,6195,12175,17400,29575,1270,1105,1243,1021,490,733,1563,1175,1225,1016,824,392,2317,4659,5199,6194,6336,4870,-0.971677644789508,-1.00509356156636,-0.993143964156341,-1.01551216617825,-1.23229175787138,-1.20885966105503,3996,6952,-0.569612867935339,-0.683519164028159,4154,6812,-0.417381641472455,-0.523401676688374,9276,21993,-0.372582284253596,-0.494014418864251,"0","1","1","1","0",0.260202442294101,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45831","SW17",1324705,"1","1","9","1","no","no","R",36,48,60,72,90,33.9,42.2,42.2,43,49.1,53.4,1.89707700320942,70.9,15.6,166,21.7,11.1,19.29,"0","SLwithVL",0.2048,9.8,127,-1.90115939609765,-0.78155550651423,-0.754691657986797,-0.868187552672874,0.206167712646751,-0.416658528230082,0.272668351785339,0.61576126900535,0.436376287029603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2725,1750,4475,2671,1729,4400,5040,2600,7640,1370,780,575,763,501,486,1292,735,644,611,666,452,1576,1758,1706,1335,707,558,-0.92909542887855,-0.869198855150047,-1.05808191579655,-1.02952626188705,-1.2879844369089,-1.49415957420274,4424,7114,-0.768655044145666,-0.879177829586531,3869,6386,-0.825575900311781,-0.92807227507902,6227,10124,-1.29951236634361,-1.6113033059157,"0","1","1","1","1",-3.30721698994595,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45833","SW17",1324705,"3","4","11","1","no","no","L",36,48,60,72,90,26.1,30.1,30.5,30.6,33.6,38.2,1.84571801796666,53.8,12.4,152.7,15.6,9.6,18.46,"0","SLwithVL",0.201,8.3,120,-1.99563519459754,-1.86703631276131,-0.98298141355406,-0.992222515992791,0.0957571305316432,-0.238608172487322,0.359735656001808,-0.147319516485657,0.456518443898076,285.83,317.5,286.67,252.83,250.8,133.8,192.3,180.2,94.4,137.3,75.6,47.4,61.5,0.2101,0.5333,-0.227974498620213,0.4324,0.6707,0.0899586535808765,0.7619,0.8347,0.597460231058285,0.129147098531796,302.08,5.88,3671,1600,5271,3682,1375,5057,7552,8149,15701,1321,1449,901,742,345,513,1635,1079,968,410,505,460,2270,2713,2569,2837,3080,2232,-0.876841441909686,-0.680303141585352,-0.808337560696467,-0.846865487884303,-0.582421465591854,-0.478409008018707,5608,8835,-0.698970004336018,-0.821324745753722,5324,7930,-0.760943722981895,-0.812913356642855,9314,19588,-1.14612803567824,-1.45496974699194,"0","0","1","1","0",0.522204321520886,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45835","SW17",1324706,"1","1","1","2","no","no","R",36,48,60,72,90,26.2,31.8,31.2,31.3,36.9,40,1.90579588036787,54.6,11.7,128,19.1,8.6,18.17,"0","SLwithVL",0.1843,8.3,133,-1.99563519459754,-1.94589043507455,-0.846688499953944,-1.34955892092823,-0.62663414836127,-1.73683898268364,-0.588613267600716,-0.596651521904105,-0.290001761282558,166.83,200.17,198.17,176.5,93,88.6,90.8,79.6,68.6,74.1,39,40.8,39.9,0.5354,0.5529,0.0768091337039423,0.6023,0.6538,0.2276026150451,0.8052,0.7941,0.600975068250871,0.282849527850501,199.17,5.25,2947,1793,4740,2588,1257,3845,6661,7811,14472,1510,809,628,868,557,368,1483,769,336,596,580,81,1873,2413,2375,2581,2423,2807,-0.935792760852462,-0.930120488869619,-0.946787541263823,-0.865987277105612,-0.881994275786154,-0.962889773348234,3591,6027,-0.0852009153464528,-0.339618509776246,3125,4885,-0.474551457387919,-0.621936139507147,5817,12797,-0.642387503493544,-0.727380861248997,"0","0","1","1","0",0.996392528647928,"1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45836","SW17",1324706,"2","3","2","2","no","no","R",36,48,60,72,90,26.3,31.8,31.8,32.4,37.5,40.5,1.85003325768977,58.8,13.2,155.9,19.2,10.5,17.99,"0","SLwithVL",0.1763,8.9,89,-1.29644625044624,-0.741852904525029,-0.35298262738046,-0.638248939057569,0.164180167678803,-0.0783851056195299,0.359735656001808,0.203414386266916,0.188796140699831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,3238,1534,4772,2950,1141,4091,8151,11519,19670,1688,866,684,625,518,391,1746,672,532,561,457,123,2227,2619,3305,3574,4144,3801,-1.02522138039301,-1.13652644014048,-1.27875360095283,-1.42362159373003,-0.92096289417338,-0.950768562621268,4385,6660,0.314125293754129,0.155077752128157,3776,5728,-0.283770990222475,-0.51125257730676,7865,17745,-0.851754024422762,-1.13843212581793,"0","1","1","1","1",-0.927583738798604,"0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45837","SW17",1324706,"3","4","3","2","no","no","L",36,48,60,72,90,29.8,35.9,35.5,35.7,40.5,39.9,1.97863694838447,62.1,15,149.9,17.4,9,18.19,"1","SLwithVL",0.2212,9.2,118,-1.53259794492729,-1.68798570024738,-1.31383079161648,-0.955692091832859,-0.386963764127478,-0.124178816061124,-0.156273472911032,-0.949438317950585,-0.542116155752753,11.33,19.83,22.83,13.67,12.8,9.6,11.2,37,49.4,43.2,41.6,10.2,25.9,0.3546,0.5796,-0.057235852953129,-0.8655,-1.1635,-1.99563519459754,-1.0975,0.5533,-1.99563519459754,-1.99563519459754,21.33,29.13,2477,1326,3803,2194,1383,3577,9540,9048,18588,1211,760,506,421,531,374,1417,517,260,509,706,168,2345,3511,3684,3179,3170,2699,-0.826002712805622,-0.82621623553815,-1.0338668162808,-0.86347650333199,-0.745056573003235,-0.563289418755252,4022,6462,0.204433665935653,0.160063813621531,3330,5695,0.0444332657127877,-0.0241336797167193,9303,18517,-0.273093763701166,-0.392381771896228,"1","1","1","1","1",-0.919794224304631,"0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45838","SW17",1324706,"4","5","4","2","no","no","L",36,48,60,72,90,27.4,35.4,34.8,35.3,43.3,47.9,1.91009054559407,53.7,12.7,157.3,21.4,10.7,18.06,"0","SLwithVL",0.1574,9.3,101,-1.45615033287284,-1.46284748508657,-0.868601050559477,-0.939015902295723,-0.0675382884282865,0.359735656001808,0.0312827215063834,-0.596651521904105,-0.124178816061124,324.67,252.33,233.5,181.33,136.2,186,161.1,131.2,130.8,131,106.6,89.2,97.9,0.4602,0.2034,-0.30403008961377,0.4801,0.4398,-0.0698107677071559,0.5775,0.618,0.172113844442539,-0.0640439564415558,242.92,4.13,2394,1192,3586,1431,771,2202,6259,9350,15609,1180,638,576,405,513,274,972,364,95,389,333,49,1201,2291,2767,2939,3084,3327,-0.62973141792582,-0.68658041504295,-0.85848775509209,-1.00509356156636,-1.12635862334478,-1.06266850569112,3656,5973,0.138198513331452,-0.054115445650445,2816,4406,-0.42707521562725,-0.428293832566464,6103,14860,-0.349745588772742,-0.353141322173844,"0","1","1","1","0",-0.835666217236744,"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45839","SW17",1324707,"1","1","5","2","no","no","R",36,48,60,72,90,26.6,30.9,30.9,30.9,35,38,1.83314711191279,59.7,13.7,155.1,14.5,9.6,18.82,"0","SLwithVL",0.135,8.5,113,-1.99563519459754,-1.46150032399129,-0.0279782369613279,-1.2634552074653,-0.703887387790911,-0.378367101013236,-1.55674907610936,-1.33700521578991,-0.378367101013236,157.17,93.5,74.67,95.5,46,19.8,32.9,14.6,8.2,11.4,8.4,5.4,6.9,0.508,0.7348,0.215190639291178,0.8439,0.8902,0.814167456509124,0.9102,0.9277,1.05424739731508,0.60887794111443,84.08,4.88,3903,2244,6147,3961,2748,6709,10487,12473,22960,2130,961,812,642,921,681,2300,1049,612,1256,922,570,3323,3736,3428,3947,4175,4351,-0.65462946277095,-0.551360997122388,-0.540446968365688,-0.517439442922962,-0.685558420158119,-0.709124624413134,5216,8863,-0.0135124738467807,-0.103756283236014,5047,8860,-0.0579919469776867,-0.127332325482085,9731,20202,0.0871501757189002,-0.0696359281413944,"0","0","1","1","0",-0.18027934011077,"1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45840","SW17",1324707,"2","3","6","2","no","no","R",36,48,60,72,90,29.8,35.1,34.5,34.5,40.5,44.5,NA,55.9,12.2,132.9,16.8,9.5,18.39,"1","SLwithVL",0.2075,9.3,144,-1.70141298664128,-1.21381279401981,-0.0586317873490955,-0.482931300996293,0.138396467891768,0.359735656001808,0.290001761282558,0.196091608916846,-0.272668351785339,144,167.67,160.33,187,127.4,121.2,124.3,110.6,110.6,110.6,81.2,89.2,85.2,0.2402,0.2441,-0.495617117624118,0.3404,0.3102,-0.316826646873441,0.5157,0.4437,-0.0352841074301394,-0.270755561609012,164,4.5,2774,1215,3989,2138,925,3063,3132,3825,6957,1325,679,770,324,595,296,1400,403,335,561,1,363,1033,1035,1064,1397,1143,1285,-0.62973141792582,-0.787169246302269,-1.10091251435104,-1.18649401945545,-1.1642909875358,-1.02004105206151,4530,6958,-0.377207621250665,-0.436868372019141,3342,5182,-0.508577133620812,-0.628165431727219,3926,8842,-0.959630847566242,-0.938390586168135,NA,"1","1","1","0",0.785016352179785,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45841","SW17",1324707,"3","4","7","2","no","no","L",36,48,60,72,90,29.2,34.6,34,35.1,40.4,44.3,1.94694327069783,65.6,13.6,172.4,21,10,18.78,"0","SLwithVL",0.1938,9.4,142,-1.84150046943564,-1.08920588142808,-0.63454522595044,-1.5617354620108,-0.370668616294654,0.124178816061124,-0.307560862822939,-0.667426568850463,-0.881994275786154,26.67,12.67,33.83,13.67,5.6,15,10.3,7.2,13.4,10.3,6.6,10,8.3,0.5579,0.5567,0.0999795210773523,0.4316,0.6039,0.0309348400574184,0.4789,0.7044,0.161122189354015,0.0969881867967479,23.25,8.5,5156,2794,7950,5336,3469,8805,12679,16563,29242,2245,1598,1313,958,930,906,2808,1107,1421,1412,1055,1002,3223,4232,5224,5774,5272,5517,-0.596352227663686,-0.570768287833616,-0.596950939125264,-0.527902456662018,-0.835906279303028,-0.839827810978528,4018,6886,0.338498728508951,0.436868372019141,4045,7338,0.688629170997799,0.65854134728041,7023,15481,-0.285916317887076,-0.562431196829647,"0","1","1","1","1",-2.14762724298338,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45842","SW17",1324707,"4","5","8","2","no","no","L",36,48,60,72,90,25.4,31,31,30.9,35.3,37.1,1.8494194137969,55.2,12.1,138.5,14.8,8.2,18.71,"0","SLwithVL",0.1677,8.9,139,-1.29739571100889,-0.839565551414295,-0.860387428418205,-0.992222515992791,-0.149644488750162,0.172475130903941,-0.255542756812029,-0.570190356560804,-0.0156362902137903,108.5,88.33,84.5,81.17,30.6,13,21.8,13.2,4.8,9,5.4,4.8,5.1,0.6536,0.8462,0.476889661869538,0.8506,0.9432,0.939485358731381,0.9389,0.9432,1.20273761178511,0.797822721086401,86.42,3.63,1686,1627,3313,2250,1551,3801,8914,10613,19527,667,596,423,541,646,440,1389,361,500,766,504,281,2049,3230,3635,3798,3763,3052,-0.960714976210659,-0.825362610414262,-1.06069784035361,-0.934498451243567,-0.55900793232457,-0.563146314571194,2583,4938,-0.692058009919688,-0.796440036095953,2820,4961,-0.698970004336018,-0.725567772829813,8716,18762,-1.04774832758941,-1.3212093071115,"0","1","1","1","0",1.32174255785615,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45844","SW17",1324708,"2","3","10","2","no","no","R",36,48,60,72,NA,27.6,33.3,32.7,32.9,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,-1.62431766604592,-1.5617354620108,-1.12740357774239,-0.720805902224,-0.278614405064549,-0.456518443898076,0.255542756812029,-0.481766159765426,-0.524762889154889,90.5,127.67,88.17,48.83,78.2,61.8,70,60,29.8,44.9,48.2,37.8,43,0.3875,0.2991,-0.281693212861844,0.53,0.662,0.168864894629631,0.6225,0.5713,0.170488780738623,0.0208501389731202,107.92,9.25,2349,1380,3729,1704,187,1891,1529,3375,4904,1134,629,586,537,466,377,1034,381,289,113,33,41,614,395,520,699,867,1809,-0.922984815708882,-0.938911633315313,-1.47607530156543,-1.78278666185839,-1.99563519459754,-1.75922621419712,4129,6782,-1.66622230745921,-1.66622230745921,2837,3306,-1.9493900066449,-1.99563519459754,2043,5780,-1.99563519459754,-1.99563519459754,NA,"1","1","1","0",NA,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45845","SW17",1324708,"3","4","11","2","no","no","L",36,48,60,72,90,30.3,35.5,35.3,35.7,38.8,42,1.89153745767256,71.9,15.2,175.6,21.3,11.5,18.74,"0","SLwithVL",0.2102,9,119,-1.74177992748669,-1.64190075213664,-0.27152037145488,-1.1403450676497,-0.433944264120218,-0.0156362902137903,-0.845098040014256,-1.01012837032808,-0.227416703855299,255.5,117,109,139.83,54.2,15.8,35,32.8,20.2,26.5,15.8,16.4,16.1,0.5368,0.855,0.359530416350883,0.7197,0.8147,0.517925618184756,0.865,0.8495,0.778353954929635,0.533144262209668,113,7.13,3046,1578,4624,3303,1894,5197,8990,11795,20785,1358,958,730,733,578,267,1524,909,870,768,482,644,2289,2906,3795,3894,4030,3871,-0.612693825731214,-0.627227515102701,-0.872660031187092,-0.787169246302269,-1.19755005517547,-1.28334692226789,5319,8445,-0.675089161351341,-0.732851453957706,4885,8175,-0.753327666658611,-0.832010963694792,8863,19177,-1.17815441961945,-1.4776201571087,"0","1","1","1","0",-3.54331845652743,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45846","SW17",1324708,"4","5","12","2","no","no","L",36,48,60,72,90,25.2,32.3,32.5,32.4,39.9,44.6,1.82151352840477,54.1,12.2,151.9,18.7,7.8,18.03,"0","SLwithVL",0.2029,8.7,93,-1.48072537898848,-0.963980461849446,-0.643410037982211,-1.07142995072865,-0.741184438995617,-0.519873235140612,-0.635398179977495,-1.01012837032808,-0.926031653531147,263.17,220.17,194.17,216.33,195.2,135,165.1,105.8,92.6,99.2,57.8,51.6,54.7,0.1134,0.3047,-0.577767542723435,0.5195,0.5231,0.0370242974450704,0.7375,0.7342,0.445050401719124,-0.0196334536983651,207.17,5,1713,1243,2956,2487,229,2716,6154,7431,13585,802,679,232,724,228,291,1307,581,599,211,2,16,1579,2364,2211,2518,2749,2164,-1.07532730641934,-1.13085232913202,-1.23229175787138,-1.53873860534955,-0.904557658582302,-0.833090390310394,2789,4729,-1.24919835739111,-1.40603897497509,3015,3541,-1.10877311884075,-1.42638612248403,5899,12711,-1.16995271895225,-1.40603897497509,"0","1","1","1","0",0.496260206854647,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45847","SW17",1324709,"1","1","1","3","no","no","R",36,48,60,72,91,27.4,33.2,33.8,33.7,36.4,39,1.90417436828416,65.9,12.1,161.9,20.3,9.1,18.42,"0","SLwithVL",0.2203,8.9,124,-1.99563519459754,-1.64190075213664,-1.36903475045093,-1.73930268006272,-0.922377461706862,-0.477121254719662,-1.55674907610936,-0.926031653531147,-1.33700521578991,43.83,86.83,65,39.5,44,52.6,48.3,27.8,28.2,28,6.2,30.8,18.5,0.4933,0.1908,-0.28419978755782,0.6798,0.5662,0.218146696453377,0.9286,0.5262,0.426247445220038,0.11196923070771,75.92,4.75,2366,1493,3859,2843,1199,4042,5930,7268,13198,1085,581,700,629,340,524,1280,856,707,522,218,459,1756,1977,2197,2184,2646,2438,-0.724121017393275,-0.640474321335401,-0.641111460671285,-0.72339887147746,-0.420763312020158,-0.385701295488446,4508,7719,0.482283805636983,0.314125293754129,4940,8137,0.311933358674306,0.159065776664245,8100,17399,-0.146128035678238,-0.212608092881444,"0","0","1","1","1",-1.1412993590268,"1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45848","SW17",1324709,"2","3","2","3","no","no","R",36,48,60,72,91,25.3,30.3,30.6,30.4,36.4,39.7,1.81491318127507,54.1,11.7,139.4,18.6,7.2,18.02,"0","SLwithVL",0.1959,8.6,118,-1.74427087768496,-0.59208568672609,-0.507536060917183,-0.499888355600385,0.157709112183432,0.519873235140612,0.612999977391975,-0.163460284139043,-0.210765673344499,124.17,57.5,54,51,13,11.8,12.4,7.4,6.6,7,7.2,5.2,6.2,0.7739,0.7815,0.543872636256133,0.8713,0.8778,0.843116087997638,0.8748,0.9037,0.904459693634541,0.743862592859757,55.75,4.75,2628,640,3268,1120,728,1848,6822,7024,13846,1216,705,707,253,292,95,860,117,143,251,158,319,1934,2345,2543,2483,2391,2150,-0.852200497232934,-1.12116605896836,-1.48072537898848,-1.5803039027018,-1.14303549128923,-1.13614616849904,3818,5179,-0.237360915794604,-0.507242662211731,2002,3204,-0.776464667751707,-0.886245430344213,6922,13800,-0.552489098858231,-0.753327666658611,"0","1","1","1","0",1.12300754910568,"0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45849","SW17",1324709,"3","4","3","3","no","no","L",36,48,60,72,91,28,32.1,31.8,32.2,37.9,42.2,1.88479536394898,57.6,11.9,142.1,17.6,7.7,18.28,"0","SLwithVL",0.1903,8.6,89,-1.89762709129043,-1.01120074529244,-0.399887520823042,-0.805196566848507,0.0272826623601755,0.0783851056195301,0.124178816061124,-0.440814423285003,0.329356428855604,134.17,113.67,111.17,88.17,61.2,40.8,51,24,13.6,18.8,13,11.4,12.2,0.4616,0.633,0.0824149536472528,0.7889,0.8777,0.698865781997649,0.8856,0.8975,0.914691609326824,0.494434504254253,112.42,5.38,2977,1247,4224,2426,1217,3643,9766,10849,20615,1385,876,716,550,480,217,1435,689,302,636,176,405,2593,3781,3392,3485,3635,3729,-0.691370808383646,-0.815214573976967,-0.953171234890452,-0.941262505974623,-0.789975704899159,-0.851977217599667,4077,6444,-0.334030255766906,-0.339618509776246,3322,5573,-0.434410527633524,-0.466887037829104,8872,18012,-0.605082233739536,-0.70070950391884,"0","1","1","1","0",0.782710403174319,"0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45850","SW17",1324709,"4","5","4","3","no","no","L",36,48,60,72,91,29,35.7,35.4,35.6,43.4,47.7,1.83821922190763,62,14.8,157.6,19.8,10.4,18.49,"0","SLwithVL",0.1678,8.5,100,-1.53416916608605,-1.08858254323229,0.0194596479158459,-1.23506911901502,-0.631426624738419,-0.519873235140612,-0.205249487796895,-0.849082421005845,-1.73683898268364,199,179.5,202.83,49.5,163,164.4,163.7,127.6,145.6,136.6,143,98.8,120.9,0.0919,0.1895,-0.785850714357731,0.2891,0.2822,-0.397970409741799,0.2033,0.5129,-0.253463054672375,-0.450878806444675,191.17,5.13,3273,1604,4877,2599,1833,4432,8696,12353,21049,1264,863,1146,707,438,459,1447,735,417,789,609,435,2136,2858,3702,3957,4359,4037,-0.59306806593737,-0.482801762935206,-0.729563428905891,-0.629888209165408,-0.975010419692553,-1.10126719106724,4025,6630,-0.00386042081323812,-0.153086173546851,3453,6214,-0.365681354570863,-0.297776838266259,7736,17577,-0.780407330687867,-1.0258342041157,"0","1","1","1","0",-1.74679360816726,"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"45851","SW17",1324710,"1","1","5","3","no","no","R",36,48,60,72,91,25.6,32,31.9,31.8,37.7,41.6,1.87966920563205,62.6,11.9,160.7,16.9,9.3,18.25,"0","SLwithVL",0.2044,8.7,69,-1.99563519459754,-1.86703631276131,-1.99563519459754,-1.17757586934885,-0.650642951566262,-0.542116155752753,-0.456518443898076,-0.781198943465648,-0.921467681203336,196.67,115,82.17,87,91.2,76.6,83.9,78.6,37.6,58.1,33.8,9.8,21.8,0.207,0.0677,-0.797822721086401,0.3165,0.5424,-0.123292480586972,0.7061,0.8807,0.58436187895453,-0.0811881115661432,98.58,5.25,2873,1718,4591,3209,1609,4818,8836,12315,21151,1370,734,769,628,699,391,1675,736,798,555,464,590,2143,2833,3860,3477,4211,4627,-1.08211709631361,-1.02829268427323,-1.28181094889718,-1.25933889070572,-1.43336974685658,-1.29371385435838,3930,6795,-0.218763163053079,-0.32735893438633,3676,6082,-0.329578577784423,-0.364535448097111,7075,16262,-0.279490317807871,-0.507242662211731,"0","0","1","1","0",-0.321586932103545,"1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
